ImageNumber,AreaShape_Center_X,Number_Object_Number
77,534,20
77,1036,21
77,555,22
77,192,23
77,963,24
77,157,25
77,956,26
77,170,27
77,971,28
77,80,29
77,133,30
77,92,31
77,112,32
78,794,1
78,907,2
78,779,3
78,871,4
78,913,5
78,1123,6
78,839,7
78,1180,8
78,1113,9
78,413,10
78,433,11
78,635,12
78,749,13
78,483,14
78,235,15
78,320,16
78,338,17
78,500,18
78,535,19
78,1035,20
78,267,21
78,555,22
78,194,23
78,956,24
78,157,25
78,167,26
78,969,27
78,132,28
78,92,29
79,906,1
79,788,2
79,1123,3
79,782,4
79,870,5
79,913,6
79,839,7
79,1176,8
79,1113,9
79,414,10
79,433,11
79,635,12
79,744,13
79,235,14
79,322,15
79,339,16
79,484,17
79,500,18
79,535,19
79,1035,20
79,267,21
79,554,22
79,193,23
79,964,24
79,956,25
79,156,26
79,166,27
79,132,28
79,93,29
80,788,1
80,907,2
80,1123,3
80,780,4
80,870,5
80,914,6
80,839,7
80,1165,8
80,1179,9
80,1113,10
80,413,11
80,433,12
80,744,13
80,635,14
80,235,15
80,322,16
80,338,17
80,483,18
80,501,19
80,535,20
80,1035,21
80,268,22
80,556,23
80,190,24
80,963,25
80,156,26
80,166,27
80,82,28
80,132,29
80,106,30
81,791,1
81,781,2
81,870,3
81,914,4
81,1123,5
81,1160,6
81,840,7
81,1179,8
81,1113,9
81,413,10
81,433,11
81,635,12
81,743,13
81,322,14
81,340,15
81,484,16
81,500,17
81,535,18
81,1036,19
81,234,20
81,269,21
81,555,22
81,196,23
81,181,24
81,155,25
81,165,26
81,967,27
81,133,28
81,97,29
81,107,30
82,905,1
82,785,2
82,1123,3
82,1155,4
82,779,5
82,871,6
82,914,7
82,839,8
82,1179,9
82,1113,10
82,413,11
82,433,12
82,635,13
82,746,14
82,340,15
82,484,16
82,500,17
82,534,18
82,1036,19
82,235,20
82,268,21
82,321,22
82,554,23
82,196,24
82,180,25
82,965,26
82,156,27
82,165,28
82,955,29
82,971,30
82,133,31
82,99,32
82,110,33
83,788,1
83,1122,2
83,1156,3
83,781,4
83,870,5
83,839,6
83,914,7
83,1179,8
83,1113,9
83,413,10
83,433,11
83,635,12
83,754,13
83,341,14
83,485,15
83,500,16
83,534,17
83,1036,18
83,234,19
83,267,20
83,321,21
83,554,22
83,196,23
83,963,24
83,155,25
83,167,26
83,133,27
83,101,28
83,112,29
84,785,1
84,1153,2
84,779,3
84,913,4
84,1124,5
84,839,6
84,870,7
84,1179,8
84,1113,9
84,413,10
84,756,11
84,635,12
84,341,13
84,484,14
84,500,15
84,534,16
84,1036,17
84,234,18
84,266,19
84,319,20
84,555,21
84,196,22
84,964,23
84,163,24
84,971,25
84,133,26
84,112,27
85,906,1
85,778,2
85,789,3
85,871,4
85,913,5
85,1123,6
85,1160,7
85,839,8
85,1179,9
85,1113,10
85,413,11
85,433,12
85,760,13
85,635,14
85,1037,15
85,320,16
85,341,17
85,484,18
85,501,19
85,535,20
85,555,21
85,234,22
85,266,23
85,196,24
85,963,25
85,158,26
85,165,27
85,971,28
85,131,29
85,112,30
86,789,1
86,873,2
86,1124,3
86,913,4
86,839,5
86,1163,6
86,1179,7
86,1113,8
86,765,9
86,412,10
86,433,11
86,634,12
86,1037,13
86,341,14
86,483,15
86,500,16
86,535,17
86,234,18
86,266,19
86,319,20
86,554,21
86,195,22
86,964,23
86,956,24
86,154,25
86,166,26
86,134,27
86,112,28
87,788,1
87,1123,2
87,779,3
87,875,4
87,913,5
87,839,6
87,1164,7
87,1179,8
87,1114,9
87,766,10
87,412,11
87,433,12
87,635,13
87,341,14
87,484,15
87,500,16
87,535,17
87,554,18
87,1036,19
87,233,20
87,266,21
87,319,22
87,195,23
87,964,24
87,955,25
87,154,26
87,166,27
87,138,28
87,112,29
88,788,1
88,876,2
88,1122,3
88,913,4
88,841,5
88,1179,6
88,1168,7
88,1114,8
88,767,9
88,413,10
88,433,11
88,635,12
88,1053,13
88,341,14
88,485,15
88,501,16
88,535,17
88,555,18
88,1036,19
88,234,20
88,265,21
88,319,22
88,195,23
88,961,24
88,144,25
88,154,26
88,166,27
88,971,28
88,133,29
88,126,30
88,112,31
89,787,1
89,906,2
89,1123,3
89,780,4
89,876,5
89,913,6
89,840,7
89,1177,8
89,769,9
89,1114,10
89,433,11
89,412,12
89,635,13
89,318,14
89,340,15
89,484,16
89,501,17
89,535,18
89,1036,19
89,234,20
89,266,21
89,553,22
89,196,23
89,962,24
89,956,25
89,153,26
89,166,27
89,970,28
89,133,29
89,115,30
90,876,1
90,786,2
90,912,3
90,1123,4
90,839,5
90,1179,6
90,770,7
90,1113,8
90,412,9
90,433,10
90,635,11
90,447,12
90,341,13
90,485,14
90,500,15
90,535,16
90,554,17
90,1036,18
90,234,19
90,265,20
90,314,21
90,195,22
90,963,23
90,154,24
90,167,25
90,971,26
90,133,27
90,113,28
91,907,1
91,780,2
91,789,3
91,877,4
91,913,5
91,1123,6
91,771,7
91,840,8
91,1179,9
91,1114,10
91,413,11
91,433,12
91,635,13
91,449,14
91,1050,15
91,341,16
91,484,17
91,500,18
91,535,19
91,1035,20
91,235,21
91,266,22
91,297,23
91,312,24
91,553,25
91,195,26
91,964,27
91,165,28
91,955,29
91,154,30
91,132,31
91,103,32
91,113,33
92,906,1
92,782,2
92,789,3
92,877,4
92,913,5
92,1124,6
92,839,7
92,1179,8
92,770,9
92,1114,10
92,413,11
92,433,12
92,633,13
92,448,14
92,235,15
92,341,16
92,483,17
92,500,18
92,535,19
92,1034,20
92,266,21
92,296,22
92,312,23
92,553,24
92,195,25
92,955,26
92,154,27
92,167,28
92,968,29
92,132,30
92,87,31
92,112,32
93,788,1
93,779,2
93,876,3
93,913,4
93,1123,5
93,771,6
93,840,7
93,1179,8
93,1113,9
93,414,10
93,433,11
93,635,12
93,448,13
93,309,14
93,340,15
93,485,16
93,500,17
93,535,18
93,1036,19
93,235,20
93,266,21
93,296,22
93,554,23
93,196,24
93,955,25
93,66,26
93,154,27
93,171,28
93,967,29
93,133,30
93,112,31
94,876,1
94,788,2
94,913,3
94,1123,4
94,775,5
94,840,6
94,1179,7
94,1113,8
94,413,9
94,433,10
94,634,11
94,447,12
94,1050,13
94,340,14
94,484,15
94,501,16
94,535,17
94,1034,18
94,234,19
94,266,20
94,310,21
94,554,22
94,196,23
94,55,24
94,955,25
94,154,26
94,171,27
94,969,28
94,132,29
94,104,30
95,789,1
95,875,2
95,905,3
95,776,4
95,912,5
95,1123,6
95,1178,7
95,840,8
95,1113,9
95,412,10
95,432,11
95,635,12
95,448,13
95,310,14
95,340,15
95,482,16
95,501,17
95,535,18
95,1034,19
95,236,20
95,268,21
95,553,22
95,196,23
95,53,24
95,176,25
95,955,26
95,154,27
95,967,28
95,131,29
95,99,30
96,876,1
96,905,2
96,1123,3
96,786,4
96,913,5
96,774,6
96,840,7
96,1176,8
96,1113,9
96,412,10
96,433,11
96,635,12
96,531,13
96,308,14
96,340,15
96,485,16
96,501,17
96,234,18
96,267,19
96,296,20
96,554,21
96,1036,22
96,50,23
96,183,24
96,189,25
96,196,26
96,176,27
96,955,28
96,154,29
96,967,30
96,133,31
96,99,32
97,784,1
97,876,2
97,904,3
97,913,4
97,1123,5
97,774,6
97,839,7
97,1176,8
97,1112,9
97,412,10
97,432,11
97,634,12
97,531,13
97,310,14
97,341,15
97,484,16
97,501,17
97,234,18
97,267,19
97,553,20
97,1036,21
97,49,22
97,195,23
97,955,24
97,966,25
97,154,26
97,172,27
97,132,28
97,99,29
98,787,1
98,875,2
98,1123,3
98,904,4
98,913,5
98,773,6
98,840,7
98,1175,8
98,1112,9
98,412,10
98,433,11
98,634,12
98,482,13
98,530,14
98,310,15
98,341,16
98,502,17
98,234,18
98,266,19
98,553,20
98,1034,21
98,47,22
98,196,23
98,955,24
98,967,25
98,154,26
98,172,27
98,132,28
98,88,29
98,98,30
99,790,1
99,875,2
99,898,3
99,904,4
99,777,5
99,1123,6
99,839,7
99,914,8
99,1177,9
99,852,10
99,1112,11
99,432,12
99,411,13
99,635,14
99,530,15
99,309,16
99,341,17
99,483,18
99,502,19
99,233,20
99,267,21
99,553,22
99,1034,23
99,296,24
99,42,25
99,200,26
99,964,27
99,955,28
99,154,29
99,172,30
99,131,31
99,85,32
99,96,33
100,789,1
100,876,2
100,903,3
100,777,4
100,1123,5
100,840,6
100,914,7
100,1178,8
100,853,9
100,1112,10
100,412,11
100,433,12
100,635,13
100,340,14
100,485,15
100,502,16
100,532,17
100,233,18
100,268,19
100,298,20
100,554,21
100,1034,22
100,209,23
100,34,24
100,196,25
100,954,26
100,969,27
100,153,28
100,173,29
100,131,30
100,80,31
100,86,32
101,876,1
101,862,2
101,902,3
101,1122,4
101,777,5
101,840,6
101,913,7
101,1179,8
101,648,9
101,852,10
101,1112,11
101,412,12
101,432,13
101,634,14
101,340,15
101,485,16
101,502,17
101,533,18
101,209,19
101,235,20
101,267,21
101,306,22
101,553,23
101,1035,24
101,33,25
101,196,26
101,955,27
101,964,28
101,153,29
101,172,30
101,76,31
101,82,32
101,131,33
102,876,1
102,869,2
102,903,3
102,913,4
102,1122,5
102,778,6
102,840,7
102,1173,8
102,1112,9
102,411,10
102,432,11
102,634,12
102,502,13
102,531,14
102,216,15
102,236,16
102,267,17
102,305,18
102,340,19
102,489,20
102,553,21
102,1035,22
102,290,23
102,15,24
102,197,25
102,964,26
102,172,27
102,154,28
102,972,29
102,131,30
102,84,31
103,778,1
103,873,2
103,903,3
103,1122,4
103,840,5
103,913,6
103,1171,7
103,1112,8
103,432,9
103,411,10
103,634,11
103,340,12
103,486,13
103,502,14
103,533,15
103,1036,16
103,216,17
103,236,18
103,268,19
103,306,20
103,554,21
103,292,22
103,9,23
103,197,24
103,963,25
103,173,26
103,154,27
103,972,28
103,77,29
103,133,30
103,81,31
104,905,1
104,1122,2
104,779,3
104,877,4
104,840,5
104,914,6
104,1169,7
104,1177,8
104,1112,9
104,412,10
104,433,11
104,635,12
104,340,13
104,488,14
104,502,15
104,532,16
104,219,17
104,234,18
104,268,19
104,305,20
104,554,21
104,1035,22
104,291,23
104,197,24
104,965,25
104,173,26
104,955,27
104,154,28
104,972,29
104,70,30
104,133,31
105,907,1
105,781,2
105,877,3
105,1122,4
105,840,5
105,1177,6
105,1168,7
105,1112,8
105,411,9
105,432,10
105,635,11
105,533,12
105,341,13
105,490,14
105,501,15
105,233,16
105,268,17
105,304,18
105,553,19
105,1034,20
105,291,21
105,196,22
105,173,23
105,955,24
105,153,25
105,969,26
105,68,27
105,133,28
106,780,1
106,878,2
106,1122,3
106,1158,4
106,840,5
106,913,6
106,1178,7
106,1111,8
106,411,9
106,433,10
106,635,11
106,340,12
106,502,13
106,532,14
106,235,15
106,267,16
106,306,17
106,489,18
106,553,19
106,1034,20
106,290,21
106,196,22
106,172,23
106,956,24
106,967,25
106,66,26
106,154,27
106,132,28
107,1144,1
107,905,2
107,782,3
107,877,4
107,1122,5
107,840,6
107,914,7
107,1179,8
107,1112,9
107,412,10
107,433,11
107,635,12
107,340,13
107,502,14
107,532,15
107,235,16
107,268,17
107,305,18
107,490,19
107,553,20
107,1036,21
107,248,22
107,290,23
107,51,24
107,197,25
107,57,26
107,173,27
107,955,28
107,154,29
107,969,30
107,132,31
108,905,1
108,783,2
108,877,3
108,840,4
108,914,5
108,1123,6
108,1178,7
108,1112,8
108,413,9
108,432,10
108,635,11
108,340,12
108,502,13
108,533,14
108,235,15
108,265,16
108,306,17
108,488,18
108,553,19
108,252,20
108,290,21
108,1033,22
108,46,23
108,197,24
108,174,25
108,956,26
108,154,27
108,966,28
108,132,29
109,1122,1
109,789,2
109,877,3
109,887,4
109,914,5
109,840,6
109,1178,7
109,1108,8
109,412,9
109,433,10
109,635,11
109,929,12
109,341,13
109,485,14
109,502,15
109,532,16
109,235,17
109,264,18
109,305,19
109,554,20
109,291,21
109,1035,22
109,50,23
109,197,24
109,174,25
109,956,26
109,154,27
109,970,28
109,132,29
110,876,1
110,905,2
110,782,3
110,789,4
110,802,5
110,888,6
110,1122,7
110,840,8
110,913,9
110,1178,10
110,1111,11
110,412,12
110,432,13
110,635,14
110,934,15
110,1088,16
110,340,17
110,484,18
110,495,19
110,503,20
110,531,21
110,236,22
110,266,23
110,306,24
110,553,25
110,1036,26
110,291,27
110,197,28
110,174,29
110,956,30
110,154,31
110,968,32
110,131,33
111,790,1
111,905,2
111,779,3
111,876,4
111,889,5
111,1122,6
111,815,7
111,839,8
111,913,9
111,1178,10
111,1111,11
111,413,12
111,432,13
111,635,14
111,1074,15
111,937,16
111,530,17
111,340,18
111,485,19
111,503,20
111,235,21
111,267,22
111,279,23
111,306,24
111,553,25
111,1035,26
111,290,27
111,10,28
111,197,29
111,175,30
111,965,31
111,956,32
111,154,33
111,971,34
111,133,35
112,788,1
112,779,2
112,877,3
112,890,4
112,1122,5
112,826,6
112,840,7
112,914,8
112,1178,9
112,1111,10
112,412,11
112,433,12
112,635,13
112,1059,14
112,340,15
112,484,16
112,503,17
112,531,18
112,1035,19
112,236,20
112,267,21
112,305,22
112,554,23
112,941,24
112,287,25
112,197,26
112,174,27
112,955,28
112,966,29
112,153,30
112,131,31
113,788,1
113,876,2
113,904,3
113,1122,4
113,780,5
113,889,6
113,914,7
113,835,8
113,1178,9
113,1111,10
113,413,11
113,433,12
113,635,13
113,1046,14
113,338,15
113,483,16
113,503,17
113,531,18
113,1037,19
113,235,20
113,267,21
113,304,22
113,553,23
113,288,24
113,944,25
113,198,26
113,175,27
113,955,28
113,153,29
113,968,30
113,131,31
114,780,1
114,788,2
114,876,3
114,889,4
114,1122,5
114,839,6
114,914,7
114,1178,8
114,1111,9
114,412,10
114,432,11
114,635,12
114,339,13
114,483,14
114,502,15
114,532,16
114,235,17
114,266,18
114,305,19
114,554,20
114,1035,21
114,288,22
114,944,23
114,198,24
114,175,25
114,954,26
114,966,27
114,154,28
114,132,29
115,789,1
115,1122,2
115,781,3
115,876,4
115,889,5
115,913,6
115,1178,7
115,836,8
115,1112,9
115,432,10
115,411,11
115,635,12
115,1050,13
115,339,14
115,483,15
115,502,16
115,531,17
115,1037,18
115,235,19
115,266,20
115,305,21
115,552,22
115,289,23
115,197,24
115,947,25
115,1023,26
115,175,27
115,956,28
115,154,29
115,969,30
115,133,31
116,780,1
116,788,2
116,876,3
116,1122,4
116,838,5
116,913,6
116,1178,7
116,1111,8
116,412,9
116,432,10
116,636,11
116,340,12
116,484,13
116,502,14
116,1037,15
116,237,16
116,266,17
116,306,18
116,532,19
116,553,20
116,290,21
116,197,22
116,175,23
116,1013,24
116,953,25
116,154,26
116,967,27
116,132,28
117,789,1
117,905,2
117,782,3
117,876,4
117,892,5
117,1122,6
117,913,7
117,1177,8
117,839,9
117,1112,10
117,432,11
117,413,12
117,635,13
117,339,14
117,484,15
117,502,16
117,531,17
117,1036,18
117,235,19
117,267,20
117,302,21
117,553,22
117,197,23
117,175,24
117,1008,25
117,154,26
117,967,27
117,133,28
118,876,1
118,1123,2
118,781,3
118,789,4
118,892,5
118,913,6
118,1178,7
118,836,8
118,1111,9
118,412,10
118,431,11
118,637,12
118,1049,13
118,340,14
118,483,15
118,503,16
118,530,17
118,1036,18
118,235,19
118,265,20
118,305,21
118,553,22
118,292,23
118,197,24
118,175,25
118,1009,26
118,153,27
118,966,28
118,132,29
119,781,1
119,788,2
119,876,3
119,892,4
119,913,5
119,1123,6
119,838,7
119,1178,8
119,648,9
119,1111,10
119,412,11
119,432,12
119,637,13
119,339,14
119,483,15
119,503,16
119,529,17
119,235,18
119,266,19
119,305,20
119,553,21
119,1034,22
119,293,23
119,197,24
119,175,25
119,1009,26
119,154,27
119,966,28
119,132,29
120,876,1
120,780,2
120,894,3
120,1122,4
120,914,5
120,1178,6
120,838,7
120,1111,8
120,412,9
120,432,10
120,635,11
120,484,12
120,503,13
120,529,14
120,236,15
120,265,16
120,304,17
120,320,18
120,341,19
120,553,20
120,1034,21
120,292,22
120,198,23
120,174,24
120,955,25
120,1008,26
120,154,27
120,967,28
120,131,29
121,781,1
121,788,2
121,875,3
121,901,4
121,1123,5
121,914,6
121,1178,7
121,837,8
121,1111,9
121,412,10
121,432,11
121,636,12
121,483,13
121,503,14
121,529,15
121,236,16
121,265,17
121,305,18
121,553,19
121,1034,20
121,293,21
121,334,22
121,197,23
121,174,24
121,956,25
121,966,26
121,1008,27
121,153,28
121,980,29
121,131,30
122,875,1
122,780,2
122,788,3
122,904,4
122,1123,5
122,913,6
122,1178,7
122,838,8
122,1112,9
122,413,10
122,433,11
122,638,12
122,529,13
122,483,14
122,503,15
122,544,16
122,236,17
122,265,18
122,305,19
122,553,20
122,1036,21
122,293,22
122,339,23
122,197,24
122,174,25
122,955,26
122,153,27
122,967,28
122,989,29
122,1005,30
122,129,31
123,781,1
123,874,2
123,904,3
123,1122,4
123,914,5
123,1177,6
123,838,7
123,1112,8
123,413,9
123,432,10
123,631,11
123,353,12
123,305,13
123,339,14
123,483,15
123,503,16
123,528,17
123,545,18
123,1036,19
123,236,20
123,266,21
123,553,22
123,294,23
123,197,24
123,174,25
123,956,26
123,153,27
123,968,28
123,996,29
123,1006,30
123,127,31
124,788,1
124,780,2
124,876,3
124,1123,4
124,912,5
124,1178,6
124,839,7
124,1111,8
124,413,9
124,432,10
124,631,11
124,366,12
124,340,13
124,484,14
124,503,15
124,530,16
124,544,17
124,236,18
124,264,19
124,305,20
124,554,21
124,1034,22
124,295,23
124,197,24
124,963,25
124,955,26
124,153,27
124,173,28
124,998,29
124,128,30
125,1122,1
125,780,2
125,789,3
125,875,4
125,914,5
125,1177,6
125,841,7
125,1111,8
125,412,9
125,432,10
125,850,11
125,633,12
125,375,13
125,528,14
125,304,15
125,340,16
125,484,17
125,503,18
125,234,19
125,265,20
125,551,21
125,1037,22
125,295,23
125,197,24
125,963,25
125,173,26
125,955,27
125,153,28
125,987,29
125,128,30
126,1122,1
126,780,2
126,788,3
126,875,4
126,913,5
126,839,6
126,1176,7
126,1111,8
126,412,9
126,432,10
126,634,11
126,387,12
126,339,13
126,483,14
126,503,15
126,529,16
126,235,17
126,265,18
126,304,19
126,551,20
126,1034,21
126,294,22
126,197,23
126,173,24
126,1006,25
126,153,26
126,956,27
126,967,28
126,127,29
127,782,1
127,876,2
127,1122,3
127,913,4
127,1178,5
127,840,6
127,1111,7
127,413,8
127,432,9
127,921,10
127,634,11
127,397,12
127,529,13
127,305,14
127,339,15
127,482,16
127,502,17
127,235,18
127,264,19
127,553,20
127,1034,21
127,295,22
127,197,23
127,173,24
127,955,25
127,1006,26
127,153,27
127,968,28
127,980,29
127,127,30
128,780,1
128,788,2
128,874,3
128,1122,4
128,913,5
128,1176,6
128,841,7
128,1111,8
128,412,9
128,432,10
128,634,11
128,926,12
128,397,13
128,529,14
128,304,15
128,340,16
128,483,17
128,503,18
128,1036,19
128,235,20
128,264,21
128,551,22
128,296,23
128,197,24
128,1008,25
128,153,26
128,174,27
128,955,28
128,970,29
128,125,30
129,788,1
129,905,2
129,780,3
129,875,4
129,1123,5
129,912,6
129,1176,7
129,841,8
129,1112,9
129,432,10
129,411,11
129,634,12
129,933,13
129,305,14
129,340,15
129,483,16
129,503,17
129,530,18
129,235,19
129,552,20
129,1034,21
129,263,22
129,296,23
129,197,24
129,962,25
129,1009,26
129,153,27
129,173,28
129,126,29
130,876,1
130,781,2
130,1122,3
130,840,4
130,913,5
130,1176,6
130,854,7
130,1111,8
130,431,9
130,413,10
130,634,11
130,935,12
130,529,13
130,340,14
130,484,15
130,503,16
130,236,17
130,265,18
130,305,19
130,552,20
130,1035,21
130,296,22
130,942,23
130,197,24
130,965,25
130,1013,26
130,153,27
130,173,28
130,125,29
131,785,1
131,867,2
131,875,3
131,1122,4
131,913,5
131,1177,6
131,840,7
131,1111,8
131,430,9
131,413,10
131,634,11
131,1049,12
131,339,13
131,484,14
131,502,15
131,529,16
131,235,17
131,264,18
131,305,19
131,552,20
131,1035,21
131,940,22
131,297,23
131,197,24
131,956,25
131,967,26
131,152,27
131,172,28
131,126,29
132,788,1
132,780,2
132,872,3
132,1122,4
132,913,5
132,840,6
132,1175,7
132,1111,8
132,413,9
132,430,10
132,634,11
132,1049,12
132,528,13
132,340,14
132,483,15
132,503,16
132,237,17
132,264,18
132,305,19
132,553,20
132,1034,21
132,296,22
132,943,23
132,197,24
132,950,25
132,1015,26
132,152,27
132,173,28
132,968,29
132,128,30
133,779,1
133,791,2
133,874,3
133,1122,4
133,913,5
133,1176,6
133,839,7
133,1111,8
133,412,9
133,634,10
133,432,11
133,1049,12
133,528,13
133,483,14
133,503,15
133,235,16
133,265,17
133,339,18
133,552,19
133,1034,20
133,297,21
133,197,22
133,1020,23
133,949,24
133,153,25
133,172,26
133,966,27
133,125,28
134,905,1
134,876,2
134,1122,3
134,778,4
134,913,5
134,839,6
134,1176,7
134,1111,8
134,412,9
134,634,10
134,433,11
134,443,12
134,1049,13
134,529,14
134,339,15
134,483,16
134,504,17
134,237,18
134,264,19
134,298,20
134,553,21
134,1034,22
134,197,23
134,953,24
134,153,25
134,172,26
134,968,27
134,127,28
135,876,1
135,904,2
135,1122,3
135,779,4
135,912,5
135,838,6
135,1176,7
135,1111,8
135,412,9
135,432,10
135,634,11
135,446,12
135,1049,13
135,481,14
135,503,15
135,529,16
135,235,17
135,264,18
135,339,19
135,552,20
135,1034,21
135,298,22
135,197,23
135,955,24
135,153,25
135,173,26
135,969,27
135,125,28
136,905,1
136,877,2
136,1122,3
136,776,4
136,912,5
136,839,6
136,1176,7
136,1111,8
136,412,9
136,634,10
136,448,11
136,1047,12
136,1043,13
136,529,14
136,339,15
136,483,16
136,503,17
136,236,18
136,264,19
136,305,20
136,553,21
136,1034,22
136,298,23
136,197,24
136,955,25
136,152,26
136,173,27
136,969,28
136,125,29
137,875,1
137,791,2
137,887,3
137,1122,4
137,775,5
137,913,6
137,1176,7
137,839,8
137,1111,9
137,412,10
137,432,11
137,632,12
137,449,13
137,1049,14
137,340,15
137,481,16
137,504,17
137,528,18
137,236,19
137,264,20
137,305,21
137,553,22
137,1034,23
137,298,24
137,197,25
137,957,26
137,153,27
137,172,28
137,125,29
138,904,1
138,792,2
138,875,3
138,912,4
138,1122,5
138,895,6
138,1175,7
138,774,8
138,839,9
138,1111,10
138,412,11
138,432,12
138,632,13
138,447,14
